Date,Close,High,Low,Open,Volume
03-05-2010,0.356254816,0.364049332,0.3507528,0.361986066,1078972000
04-05-2010,0.338144153,0.351440662,0.33310063,0.350752906,1311376000
05-05-2010,0.33241275,0.340894992,0.328286245,0.3312665,1330840000
06-05-2010,0.325535327,0.336997855,0.298942314,0.330120355,1002888000
07-05-2010,0.320033342,0.328515587,0.308570813,0.328515587,1153712000
10-05-2010,0.333788395,0.343416919,0.33012041,0.339290413,979156000
11-05-2010,0.330120325,0.336768564,0.327598564,0.33057882,829124000
12-05-2010,0.336539358,0.338373336,0.330349586,0.332412852,901236000
13-05-2010,0.335851461,0.350523472,0.332641945,0.335163705,1252000000
14-05-2010,0.297108263,0.314072778,0.288855252,0.313155789,2493068000
17-05-2010,0.297795981,0.301463991,0.288396722,0.29756672,856060000
18-05-2010,0.287938327,0.302151823,0.286333554,0.300317817,674112000
19-05-2010,0.292523324,0.292981819,0.284499573,0.286562813,826520000
20-05-2010,0.285645753,0.292523252,0.275329477,0.284040981,1129136000
21-05-2010,0.291835546,0.299859297,0.27739279,0.27739279,1069600000
24-05-2010,0.283353299,0.294357333,0.28243631,0.290918583,664564000
25-05-2010,0.290918589,0.292294072,0.271661542,0.274412564,966652000
26-05-2010,0.292293966,0.30834149,0.291376977,0.302610241,995028000
27-05-2010,0.309487849,0.309487849,0.298942337,0.299630092,713560000
28-05-2010,0.301234841,0.309029359,0.296649841,0.309029359,545116000
01-06-2010,0.288396835,0.300547093,0.288167574,0.297108343,527492000
02-06-2010,0.291606218,0.292064739,0.287021218,0.288855224,649088000
03-06-2010,0.291147709,0.291835464,0.284728705,0.285645721,586360000
04-06-2010,0.277392864,0.287709118,0.275788092,0.282665621,671456000
07-06-2010,0.263637811,0.280373098,0.262491561,0.278539092,577248000
08-06-2010,0.256301701,0.262491444,0.249653436,0.262491444,967636000
09-06-2010,0.250111908,0.264554686,0.249194919,0.257677161,697152000
10-06-2010,0.260198951,0.261345201,0.254467702,0.255155457,611768000
11-06-2010,0.266159475,0.267305725,0.256760215,0.25744797,442104000
14-06-2010,0.26042825,0.270515239,0.259740494,0.270056744,375080000
15-06-2010,0.273266256,0.274641739,0.262949979,0.263408501,528632000
16-06-2010,0.269827574,0.273954081,0.266159563,0.271432319,366480000
17-06-2010,0.280143678,0.280831433,0.269598171,0.279226689,859068000
18-06-2010,0.281977862,0.285416613,0.279685361,0.281748601,932832000
21-06-2010,0.275329381,0.288625881,0.272807649,0.287938153,579836000
22-06-2010,0.265013188,0.282206934,0.263637678,0.278768185,818164000
23-06-2010,0.26799348,0.270744474,0.259969704,0.267534985,614060000
24-06-2010,0.254697055,0.26776433,0.253780065,0.266388819,725028000
25-06-2010,0.254009306,0.256760302,0.2498828,0.256531041,507220000
28-06-2010,0.254467785,0.258135797,0.249882785,0.255843297,372008000
29-06-2010,0.240254164,0.249194928,0.23864942,0.248965667,660808000
30-06-2010,0.234064475,0.243234475,0.234064475,0.240712714,623072000
01-07-2010,0.237961709,0.239566454,0.227645446,0.234752221,737008000
02-07-2010,0.234981477,0.239337244,0.226957727,0.238878749,737096000
06-07-2010,0.232459694,0.241629693,0.230396428,0.234064438,712020000
07-07-2010,0.243693039,0.24506855,0.232918291,0.233376786,608412000
08-07-2010,0.236356899,0.245526896,0.233376645,0.245297662,783272000
09-07-2010,0.237273976,0.238878748,0.234293721,0.237503237,571516000
12-07-2010,0.24162972,0.244609975,0.23704472,0.237273954,565396000
13-07-2010,0.250341237,0.251945981,0.244151492,0.245526976,723316000
14-07-2010,0.25286299,0.263179239,0.249194979,0.261345234,1355664000
15-07-2010,0.245756209,0.253321463,0.242775954,0.253092202,953088000
16-07-2010,0.23039645,0.246443976,0.229479461,0.24575622,1288604000
19-07-2010,0.239795744,0.240712734,0.232001228,0.233606,798440000
20-07-2010,0.245756209,0.247131692,0.231542689,0.233605955,1160988000
21-07-2010,0.23773247,0.248277981,0.23543997,0.248048748,624940000
22-07-2010,0.24162972,0.244151481,0.238878725,0.240254209,462612000
23-07-2010,0.237503171,0.241629675,0.235210672,0.241400415,817604000
26-07-2010,0.2418589,0.242775916,0.233147397,0.236815406,683548000
27-07-2010,0.239795744,0.243005234,0.236815489,0.242546739,683472000
28-07-2010,0.23223047,0.240024986,0.231542714,0.23589848,1320808000
29-07-2010,0.209305435,0.220080193,0.207929938,0.215495193,2664476000
30-07-2010,0.210680917,0.214348913,0.20449116,0.207700662,984288000
02-08-2010,0.210451707,0.215265968,0.209534704,0.214348966,917020000
03-08-2010,0.204949677,0.209076182,0.203344933,0.208846935,955444000
04-08-2010,0.213661179,0.214348934,0.205866677,0.20678368,855496000
05-08-2010,0.216412216,0.216870711,0.210451705,0.214348964,800504000
06-08-2010,0.218933955,0.221226455,0.213661199,0.215495205,739904000
09-08-2010,0.220997155,0.221455663,0.215724401,0.221226402,466456000
10-08-2010,0.211827174,0.21778767,0.210910171,0.217329176,772560000
11-08-2010,0.203574225,0.20747147,0.20288647,0.20747147,796148000
12-08-2010,0.205408186,0.209993185,0.198301425,0.19990617,1343584000
13-08-2010,0.21526593,0.218246185,0.211597919,0.212056427,1797392000
16-08-2010,0.209763914,0.216641413,0.207012907,0.212285661,814008000
17-08-2010,0.212514967,0.216412225,0.209763972,0.211827225,481224000
18-08-2010,0.213661179,0.215495184,0.210451677,0.211827187,352920000
19-08-2010,0.2264992,0.227186955,0.214807439,0.215953689,1615100000
20-08-2010,0.228562444,0.23406446,0.2246652,0.224894447,1305308000
23-08-2010,0.225123703,0.234981459,0.224435948,0.229250209,748620000
24-08-2010,0.222831219,0.225123719,0.217329217,0.217787711,641332000
25-08-2010,0.227416232,0.229250238,0.219163221,0.220309484,757532000
26-08-2010,0.224665225,0.232918236,0.224665225,0.230396475,657596000
27-08-2010,0.232001215,0.233835221,0.220309468,0.226040718,1060416000
30-08-2010,0.220997155,0.231084169,0.220997155,0.229250164,602804000
31-08-2010,0.213890478,0.224665237,0.213202722,0.217787723,931488000
01-09-2010,0.215495184,0.219850936,0.214348934,0.217099942,851440000
02-09-2010,0.219392434,0.220080175,0.214119679,0.216182931,596292000
03-09-2010,0.226957709,0.22764545,0.221914201,0.224665209,566484000
07-09-2010,0.229020938,0.234293679,0.225811436,0.22626993,899820000
08-09-2010,0.236586183,0.238190955,0.22695769,0.229479451,1224156000
09-09-2010,0.233376697,0.239795701,0.230396442,0.239566441,697748000
10-09-2010,0.230854928,0.235669189,0.22879169,0.234981433,609292000
13-09-2010,0.243922204,0.246902459,0.234981439,0.234981439,1015792000
14-09-2010,0.24162972,0.244839209,0.239566453,0.241858953,698536000
15-09-2010,0.242088154,0.242317415,0.236127645,0.23933716,555572000
16-09-2010,0.242317498,0.244380737,0.238878748,0.238878748,365280000
17-09-2010,0.2418589,0.244839154,0.241171172,0.244609921,416884000
20-09-2010,0.245526984,0.246444001,0.239566473,0.241858973,443168000
21-09-2010,0.258823484,0.26294999,0.244151495,0.244151495,1779624000
22-09-2010,0.261116028,0.263408528,0.256301767,0.257906511,999996000
23-09-2010,0.266388714,0.274641724,0.261803715,0.264096215,1240872000
24-09-2010,0.281060785,0.281977802,0.270286039,0.272349279,1086976000
27-09-2010,0.275100201,0.283353183,0.271432191,0.283123949,999504000
28-09-2010,0.274412453,0.278309697,0.269598193,0.275329442,723192000
29-09-2010,0.272349119,0.280372893,0.269368865,0.271890625,974904000
30-09-2010,0.2677643,0.278997569,0.2654718,0.275788052,787632000
01-10-2010,0.260198951,0.272119971,0.258135712,0.271661449,999120000
04-10-2010,0.257677317,0.262033084,0.25240456,0.257677317,749500000
05-10-2010,0.259511232,0.263637738,0.258823477,0.263179243,753588000
06-10-2010,0.24713169,0.260657455,0.244609957,0.259511205,1057604000
07-10-2010,0.245297775,0.248507264,0.237961752,0.248278003,761488000
08-10-2010,0.248965666,0.251028932,0.240941918,0.244380667,706932000
11-10-2010,0.247819468,0.252175235,0.246673218,0.250111968,442680000
12-10-2010,0.25263381,0.25378006,0.243693041,0.245756308,605208000
13-10-2010,0.259969741,0.263637752,0.254009257,0.256760252,968732000
14-10-2010,0.255843222,0.260657455,0.254696945,0.260198961,599172000
15-10-2010,0.258823484,0.26294999,0.255843256,0.259969734,639940000
18-10-2010,0.26042825,0.2615745,0.254467739,0.259052739,448156000
